ODESSA,WICHITAFALLS,SILVER,GRAHAM,GRANBURY,PALOPINTO,ODESSA_2,MONAHANS,ODESSA_3,MONAHANS_4,SAVOY,SHERMAN,PARIS,GREENVILLE,MTENTERPRISE,MOUNTPLEASANT,DENTON,PARIS_5,BASTROP,CEDARCREEK,MISSION,CHRISTINE,FANNIN,NURSERY,VICTORIA,POINTCOMFORT,WHARTON,LAREDO,SANTAROSA,BROWNSVILLE,BISHOP,GREGORY,CORPUSCHRISTI,CORPUSCHRISTI_6,PEARSALL,ALEDO,DALLAS,ENNIS,DALLAS_7,GRAHAM_8,POOLVILLE,BRIDGEPORT,ARLINGTON,MCKINNEY,MIDLOTHIAN,IRVING,LEWSIVILLE,TEMPLE,RIESEL,FRANKLIN,BREMOND,MCKINNEY_9,GRANBURY_10,DALLAS_11,SANANTONIO,MARION,LAGRANGE,WINCHESTER,ROCKDALE,SANANTONIO_12,SEGUIN,ELMENDORF,NEWBRAUNFELS,PASADENA,DEERPARK,HOUSTON,MONTBELVIEU,CHANNELVIEW,HOUSTON_13,BAYTOWN,FREEPORT,ALVIN,HOUSTON_14,LAPORTE,PASADENA_15,HOUSTON_16,HOUSTON_17,HOUSTON_18,WILLIS,SHIRO,BAYTOWN_19,NEWGULF,THOMPSONS,CHANNELVIEW_20,LAPORTE_21,FREEPORT_22,FAIRFIELD,JEWETT,FAIRFIELD_23,JACKSONVILLE,TRINIDAD,BRYAN
2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,1.860588235,1.860588235,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,1.860588235,1.860588235,1.860588235,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,1.860588235,1.860588235,1.860588235,2.33
2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,1.860588235,1.860588235,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,1.860588235,1.860588235,1.860588235,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,1.860588235,1.860588235,1.860588235,2.26
2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,1.860588235,1.860588235,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,1.860588235,1.860588235,1.860588235,2.336666667
2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,1.860588235,1.860588235,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,1.860588235,1.860588235,1.860588235,2.413333333
2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,1.860588235,1.860588235,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,1.860588235,1.860588235,1.860588235,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,1.860588235,1.860588235,1.860588235,2.49
2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,1.860588235,1.860588235,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,1.860588235,1.860588235,1.860588235,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,1.860588235,1.860588235,1.860588235,2.61
2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,1.860588235,1.860588235,2.71,2.71,2.71,2.71,2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.860588235,2.71,2.71,1.860588235,1.860588235,1.860588235,2.71,2.71,2.71,2.71,2.71,1.860588235,2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.860588235,1.860588235,1.860588235,1.860588235,2.71
2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,1.860588235,1.860588235,2.73,2.73,2.73,2.73,2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.860588235,2.73,2.73,1.860588235,1.860588235,1.860588235,2.73,2.73,2.73,2.73,2.73,1.860588235,2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.860588235,1.860588235,1.860588235,1.860588235,2.73
2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,1.805176471,1.805176471,2.54,2.54,2.54,2.54,2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.805176471,2.54,2.54,1.805176471,1.805176471,1.805176471,2.54,2.54,2.54,2.54,2.54,1.805176471,2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.805176471,1.805176471,1.805176471,1.805176471,2.54
2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,2.616666667,2.616666667,1.805176471,1.805176471,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,1.805176471,1.805176471,1.805176471,2.616666667
2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,2.693333333,2.693333333,1.805176471,1.805176471,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,1.805176471,1.805176471,1.805176471,2.693333333
2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,1.805176471,1.805176471,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,1.805176471,1.805176471,1.805176471,2.77
2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,1.805176471,1.805176471,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,1.805176471,1.805176471,1.805176471,2.77
2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,1.805176471,1.805176471,2.82,2.82,2.82,2.82,2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.805176471,2.82,2.82,1.805176471,1.805176471,1.805176471,2.82,2.82,2.82,2.82,2.82,1.805176471,2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.805176471,1.805176471,1.805176471,1.805176471,2.82
2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,1.805176471,1.805176471,2.84,2.84,2.84,2.84,2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.805176471,2.84,2.84,1.805176471,1.805176471,1.805176471,2.84,2.84,2.84,2.84,2.84,1.805176471,2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.805176471,1.805176471,1.805176471,1.805176471,2.84
2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,1.805176471,1.805176471,2.87,2.87,2.87,2.87,2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,1.805176471,2.87,2.87,1.805176471,1.805176471,1.805176471,2.87,2.87,2.87,2.87,2.87,1.805176471,2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,1.805176471,1.805176471,1.805176471,1.805176471,2.87
2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,2.8325,2.8325,1.805176471,1.805176471,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,1.805176471,1.805176471,1.805176471,2.8325
2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,1.805176471,1.805176471,2.795,2.795,2.795,2.795,2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,1.805176471,2.795,2.795,1.805176471,1.805176471,1.805176471,2.795,2.795,2.795,2.795,2.795,1.805176471,2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,1.805176471,1.805176471,1.805176471,1.805176471,2.795
2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,2.7575,2.7575,1.805176471,1.805176471,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,1.805176471,1.805176471,1.805176471,2.7575
2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,1.805176471,1.805176471,2.72,2.72,2.72,2.72,2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.805176471,2.72,2.72,1.805176471,1.805176471,1.805176471,2.72,2.72,2.72,2.72,2.72,1.805176471,2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.805176471,1.805176471,1.805176471,1.805176471,2.72
2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,1.805176471,1.805176471,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,1.805176471,1.805176471,1.805176471,2.66
2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,1.805176471,1.805176471,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,1.805176471,1.805176471,1.805176471,2.68
2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,1.805176471,1.805176471,2.7,2.7,2.7,2.7,2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.805176471,2.7,2.7,1.805176471,1.805176471,1.805176471,2.7,2.7,2.7,2.7,2.7,1.805176471,2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.805176471,1.805176471,1.805176471,1.805176471,2.7
2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,1.805176471,1.805176471,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,1.805176471,1.805176471,1.805176471,2.68
2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,1.805176471,1.805176471,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,1.805176471,1.805176471,1.805176471,2.66
2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,1.805176471,1.805176471,2.64,2.64,2.64,2.64,2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.805176471,2.64,2.64,1.805176471,1.805176471,1.805176471,2.64,2.64,2.64,2.64,2.64,1.805176471,2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.805176471,1.805176471,1.805176471,1.805176471,2.64
2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,1.805176471,1.805176471,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,1.805176471,1.805176471,1.805176471,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,1.805176471,1.805176471,1.805176471,2.53
2.56,1.805176471,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.805176471,2.56,2.56,2.56,2.56,2.56,1.805176471,1.805176471,2.56,2.56,2.56,2.56,2.56,1.805176471,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.805176471,2.56,2.56,1.805176471,1.805176471,1.805176471,2.56,2.56,2.56,2.56,2.56,1.805176471,2.56,1.805176471,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.805176471,1.805176471,1.805176471,1.805176471,2.56
2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,1.805176471,1.805176471,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,1.805176471,1.805176471,1.805176471,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,1.805176471,1.805176471,1.805176471,2.53
2.62,1.805176471,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.805176471,2.62,2.62,2.62,2.62,2.62,1.805176471,1.805176471,2.62,2.62,2.62,2.62,2.62,1.805176471,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.805176471,2.62,2.62,1.805176471,1.805176471,1.805176471,2.62,2.62,2.62,2.62,2.62,1.805176471,2.62,1.805176471,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.805176471,1.805176471,1.805176471,1.805176471,2.62
2.583333333,1.805176471,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,1.805176471,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,1.805176471,1.805176471,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,1.805176471,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,1.805176471,2.583333333,2.583333333,1.805176471,1.805176471,1.805176471,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,1.805176471,2.583333333,1.805176471,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,1.805176471,1.805176471,1.805176471,1.805176471,2.583333333
