ODESSA_NG,WICHITAFALLS_C,WICHITAFALLS_NG,SILVER_NG,SNYDER_NG,ALEDO_NG,GRAHAM_NG,GRANBURY_NG,PALOPINTO_NG,MONAHANS_NG,IRAAN_NG,ODESSA_NG_2,SAVOY_NG,SHERMAN_NG,PARIS_NG,DENTON_NG,POOLVILLE_NG,BRIDGEPORT_NG,BASTROP_NG,MARION_NG,ROCKDALE_C,AUSTIN_NG,CEDARCREEK_NG,NEWBRAUNFELS_NG,MISSION_NG,LAREDO_NG,CHRISTINE_C,PEARSALL_NG,SANANTONIO_NG,FANNIN_C,NURSERY_NG,VICTORIA_NG,POINTCOMFORT_NG,WHARTON_NG,CORPUSCHRISTI_NG,SANTAROSA_C,BROWNSVILLE_NG,BISHOP_NG,GREGORY_NG,CORPUSCHRISTI_NG_3,DALLAS_NG,ENNIS_NG,MIDLOTHIAN_NG,GREENVILLE_NG,MCKINNEY_NG,MTENTERPRISE_NG,MOUNTPLEASANT_C,ARLINGTON_NG,IRVING_C,DALLAS_NG_4,TEMPLE_NG,RIESEL_C,FRANKLIN_C,BREMOND_C,LEWSIVILLE_NG,LAGRANGE_C,WINCHESTER_NG,SANANTONIO_NG_5,SEGUIN_NG,ELMENDORF_NG,PASADENA_NG,BAYTOWN_NG,DEERPARK_NG,LAPORTE_NG,HOUSTON_NG,MONTBELVIEU_NG,FREEPORT_NG,PASADENA_C,CHANNELVIEW_NG,ALVIN_NG,HOUSTON_NG_6,LAPORTE_NG_7,HOUSTON_NG_8,HOUSTON_NG_9,WILLIS_NG,SHIRO_NG,BRYAN_NG,BAYTOWN_NG_10,PASADENA_NG_11,NEWGULF_NG,THOMPSONS_NG,FAIRFIELD_NG,FAIRFIELD_C,JEWETT_C,JACKSONVILLE_C,TRINIDAD_C
2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,2.656666667,2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,2.656666667,1.92625,2.656666667,2.656666667,1.92625,1.92625,1.92625,2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,1.92625,1.92625,1.92625
2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,2.613333333,2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,2.613333333,1.92625,2.613333333,2.613333333,1.92625,1.92625,1.92625,2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,1.92625,1.92625,1.92625
2.57,1.92625,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,2.57,2.57,2.57,2.57,2.57,1.92625,2.57,2.57,1.92625,2.57,2.57,2.57,2.57,2.57,1.92625,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,2.57,1.92625,2.57,2.57,1.92625,1.92625,1.92625,2.57,1.92625,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,1.92625,1.92625,1.92625
2.54,1.92625,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,2.54,2.54,2.54,2.54,2.54,1.92625,2.54,2.54,1.92625,2.54,2.54,2.54,2.54,2.54,1.92625,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,2.54,1.92625,2.54,2.54,1.92625,1.92625,1.92625,2.54,1.92625,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,1.92625,1.92625,1.92625
2.58,1.92625,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,2.58,2.58,2.58,2.58,2.58,1.92625,2.58,2.58,1.92625,2.58,2.58,2.58,2.58,2.58,1.92625,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,2.58,1.92625,2.58,2.58,1.92625,1.92625,1.92625,2.58,1.92625,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,1.92625,1.92625,1.92625
2.62,1.92625,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,2.62,2.62,2.62,2.62,2.62,1.92625,2.62,2.62,1.92625,2.62,2.62,2.62,2.62,2.62,1.92625,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,2.62,1.92625,2.62,2.62,1.92625,1.92625,1.92625,2.62,1.92625,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,1.92625,1.92625,1.92625
2.66,1.92625,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,2.66,2.66,2.66,2.66,2.66,1.92625,2.66,2.66,1.92625,2.66,2.66,2.66,2.66,2.66,1.92625,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,2.66,1.92625,2.66,2.66,1.92625,1.92625,1.92625,2.66,1.92625,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,1.92625,1.92625,1.92625
2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,2.693333333,2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,2.693333333,1.92625,2.693333333,2.693333333,1.92625,1.92625,1.92625,2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,1.92625,1.92625,1.92625
2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,2.726666667,2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,2.726666667,1.92625,2.726666667,2.726666667,1.92625,1.92625,1.92625,2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,1.92625,1.92625,1.92625
2.76,1.92625,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,2.76,2.76,2.76,2.76,2.76,1.92625,2.76,2.76,1.92625,2.76,2.76,2.76,2.76,2.76,1.92625,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,2.76,1.92625,2.76,2.76,1.92625,1.92625,1.92625,2.76,1.92625,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,1.92625,1.92625,1.92625
2.71,1.92625,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,2.71,2.71,2.71,2.71,2.71,1.92625,2.71,2.71,1.92625,2.71,2.71,2.71,2.71,2.71,1.92625,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,2.71,1.92625,2.71,2.71,1.92625,1.92625,1.92625,2.71,1.92625,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,1.92625,1.92625,1.92625
2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,1.92625,2.61,2.61,1.92625,1.92625,1.92625,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,1.92625,1.92625,1.92625
2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,1.92625,2.61,2.61,1.92625,1.92625,1.92625,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,1.92625,1.92625,1.92625
2.59,1.92625,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,2.59,2.59,2.59,2.59,2.59,1.92625,2.59,2.59,1.92625,2.59,2.59,2.59,2.59,2.59,1.92625,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,2.59,1.92625,2.59,2.59,1.92625,1.92625,1.92625,2.59,1.92625,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,1.92625,1.92625,1.92625
2.615,1.92625,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,2.615,2.615,2.615,2.615,2.615,1.92625,2.615,2.615,1.92625,2.615,2.615,2.615,2.615,2.615,1.92625,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,2.615,1.92625,2.615,2.615,1.92625,1.92625,1.92625,2.615,1.92625,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,1.92625,1.92625,1.92625
2.64,1.92625,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,2.64,2.64,2.64,2.64,2.64,1.92625,2.64,2.64,1.92625,2.64,2.64,2.64,2.64,2.64,1.92625,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,2.64,1.92625,2.64,2.64,1.92625,1.92625,1.92625,2.64,1.92625,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,1.92625,1.92625,1.92625
2.665,1.92625,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,2.665,2.665,2.665,2.665,2.665,1.92625,2.665,2.665,1.92625,2.665,2.665,2.665,2.665,2.665,1.92625,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,2.665,1.92625,2.665,2.665,1.92625,1.92625,1.92625,2.665,1.92625,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,1.92625,1.92625,1.92625
2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,1.92625,2.69,2.69,1.92625,1.92625,1.92625,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,1.92625,1.92625,1.92625
2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,1.92625,2.69,2.69,1.92625,1.92625,1.92625,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,1.92625,1.92625,1.92625
2.73,1.92625,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,2.73,2.73,2.73,2.73,2.73,1.92625,2.73,2.73,1.92625,2.73,2.73,2.73,2.73,2.73,1.92625,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,2.73,1.92625,2.73,2.73,1.92625,1.92625,1.92625,2.73,1.92625,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,1.92625,1.92625,1.92625
2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,1.92625,2.74,2.74,1.92625,1.92625,1.92625,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,1.92625,1.92625,1.92625
2.773333333,1.92625,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,1.92625,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,1.92625,2.773333333,2.773333333,1.92625,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,1.92625,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,1.92625,2.773333333,1.92625,2.773333333,2.773333333,1.92625,1.92625,1.92625,2.773333333,1.92625,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,1.92625,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,2.773333333,1.92625,1.92625,1.92625,1.92625
2.806666667,1.92625,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,1.92625,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,1.92625,2.806666667,2.806666667,1.92625,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,1.92625,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,1.92625,2.806666667,1.92625,2.806666667,2.806666667,1.92625,1.92625,1.92625,2.806666667,1.92625,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,1.92625,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,2.806666667,1.92625,1.92625,1.92625,1.92625
2.84,1.92625,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.92625,2.84,2.84,2.84,2.84,2.84,1.92625,2.84,2.84,1.92625,2.84,2.84,2.84,2.84,2.84,1.92625,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.92625,2.84,1.92625,2.84,2.84,1.92625,1.92625,1.92625,2.84,1.92625,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.92625,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.92625,1.92625,1.92625,1.92625
2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,1.92625,2.74,2.74,1.92625,1.92625,1.92625,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,1.92625,1.92625,1.92625
2.89,1.92625,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,1.92625,2.89,2.89,1.92625,1.92625,1.92625,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.92625,1.92625,1.92625,1.92625
2.89,1.92625,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,1.92625,2.89,2.89,1.92625,1.92625,1.92625,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.92625,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.92625,1.92625,1.92625,1.92625
3.19,1.917277778,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,1.917277778,3.19,3.19,3.19,3.19,3.19,1.917277778,3.19,3.19,1.917277778,3.19,3.19,3.19,3.19,3.19,1.917277778,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,1.917277778,3.19,1.917277778,3.19,3.19,1.917277778,1.917277778,1.917277778,3.19,1.917277778,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,1.917277778,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,1.917277778,1.917277778,1.917277778,1.917277778
3.543333333,1.917277778,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,1.917277778,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,1.917277778,3.543333333,3.543333333,1.917277778,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,1.917277778,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,1.917277778,3.543333333,1.917277778,3.543333333,3.543333333,1.917277778,1.917277778,1.917277778,3.543333333,1.917277778,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,1.917277778,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,3.543333333,1.917277778,1.917277778,1.917277778,1.917277778
3.896666667,1.917277778,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,1.917277778,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,1.917277778,3.896666667,3.896666667,1.917277778,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,1.917277778,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,1.917277778,3.896666667,1.917277778,3.896666667,3.896666667,1.917277778,1.917277778,1.917277778,3.896666667,1.917277778,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,1.917277778,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,3.896666667,1.917277778,1.917277778,1.917277778,1.917277778
4.25,1.917277778,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,1.917277778,4.25,4.25,4.25,4.25,4.25,1.917277778,4.25,4.25,1.917277778,4.25,4.25,4.25,4.25,4.25,1.917277778,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,1.917277778,4.25,1.917277778,4.25,4.25,1.917277778,1.917277778,1.917277778,4.25,1.917277778,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,1.917277778,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,1.917277778,1.917277778,1.917277778,1.917277778
3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,1.917277778,3.18,3.18,1.917277778,1.917277778,1.917277778,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,1.917277778,1.917277778,1.917277778,1.917277778
3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,1.917277778,3.18,3.18,1.917277778,1.917277778,1.917277778,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,1.917277778,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,1.917277778,1.917277778,1.917277778,1.917277778
