,Settlement Point Price
2140,18.63
2141,20.35
2142,22.34
2143,24.5
2144,29.4
2145,29.35
2146,28.78
2147,26.94
2148,24.75
2149,21.92
2150,21.62
2151,23.21
2152,25.64
2153,28.65
2154,40.34
2155,48.65
2156,31.58
2157,26.15
2158,25.37
2159,22.66
2160,21.88
2161,22.03
2162,22.95
2163,24.84
2164,34.04
2165,92.48
2166,77.63
2167,52.92
2168,44.61
2169,34.11
2170,30.8
2171,26.28
2172,25.53
2173,23.69
2174,23.32
2175,24.24
2176,25.93
2177,31.31
2178,41.88
2179,37.95
2180,24.55
2181,21.56
2182,19.27
2183,13.96
2184,11.54
2185,10.34
2186,10.31
2187,12.64
2188,18.72
2189,36.66
2190,32.68
2191,22.7
2192,21.75
2193,18.07
2194,17.54
2195,17.11
2196,18.16
2197,17.9
2198,16.58
2199,16.96
2200,16.1
2201,15.86
2202,15.74
2203,16.4
2204,13.98
2205,12.3
2206,9.69
2207,7.08
2208,5.8
2209,4.74
2210,4.91
2211,5.48
2212,12.43
2213,24.06
2214,18.07
2215,16.2
2216,17.17
2217,16.52
2218,16.23
2219,16.1
2220,16.81
2221,16.18
2222,16.44
2223,16.03
2224,15.61
2225,16.76
2226,18.93
2227,20.66
2228,15.74
2229,11.67
2230,7.71
2231,11.17
2232,10.04
2233,7.88
2234,8.2
2235,12.41
2236,17.07
2237,22.03
2238,26.06
2239,24.55
2240,21.02
2241,22.35
2242,27.98
2243,29.25
2244,38.1
2245,41.0
2246,63.18
2247,86.48
2248,69.0
2249,40.31
2250,46.24
2251,38.03
2252,25.19
2253,27.83
2254,21.34
2255,18.9
2256,17.39
2257,16.67
2258,14.3
2259,16.58
2260,18.67
2261,22.86
2262,21.51
2263,22.27
2264,25.57
2265,25.56
2266,23.79
2267,24.84
2268,27.52
2269,33.1
2270,34.55
2271,37.59
2272,29.84
2273,22.62
2274,23.56
2275,22.67
2276,19.25
2277,19.57
2278,18.81
2279,16.44
2280,16.69
2281,15.78
2282,15.26
2283,17.93
2284,20.2
2285,18.58
2286,18.16
2287,19.91
2288,21.74
2289,23.35
2290,22.91
2291,21.02
2292,20.31
2293,22.94
2294,23.96
2295,27.73
2296,27.74
2297,27.43
2298,27.69
2299,27.86
2300,19.43
2301,19.46
2302,18.27
2303,19.07
2304,17.63
2305,16.95
2306,16.37
2307,16.87
2308,18.08
2309,17.72
2310,19.25
2311,20.6
2312,21.07
2313,21.78
2314,22.37
2315,21.55
2316,21.56
2317,24.64
2318,25.08
2319,28.16
2320,30.89
2321,30.4
2322,37.09
2323,43.26
2324,27.78
2325,27.38
2326,21.5
2327,18.98
2328,17.96
2329,17.47
2330,17.56
2331,18.74
2332,21.76
2333,26.45
2334,21.49
2335,22.61
2336,25.95
2337,26.88
2338,30.74
2339,32.56
2340,37.71
2341,47.24
2342,75.36
2343,95.67
2344,82.98
2345,50.75
2346,50.65
2347,44.25
2348,33.02
2349,27.05
2350,21.22
2351,20.17
2352,18.23
2353,16.71
2354,16.16
2355,16.9
2356,19.13
2357,21.09
2358,20.88
2359,20.64
2360,24.2
2361,27.64
2362,29.34
2363,30.93
2364,37.78
2365,47.23
2366,91.95
2367,103.18
2368,99.59
2369,38.47
2370,30.93
2371,20.14
2372,17.06
2373,16.12
2374,12.9
2375,11.29
2376,9.18
2377,7.19
2378,6.58
2379,7.3
2380,10.06
2381,17.15
2382,15.89
2383,15.16
2384,16.38
2385,16.82
2386,18.56
2387,18.8
2388,23.42
2389,24.47
2390,45.33
2391,65.1
2392,51.66
2393,37.39
2394,29.2
2395,27.71
2396,22.43
2397,21.47
2398,18.02
2399,11.88
2400,8.45
2401,5.97
2402,6.02
2403,6.79
2404,12.33
2405,21.32
2406,17.81
2407,17.6
2408,17.61
2409,20.59
2410,21.46
2411,22.36
2412,24.79
2413,32.23
2414,35.18
2415,51.03
2416,42.41
2417,30.03
2418,35.98
2419,34.21
2420,23.23
2421,22.16
2422,19.84
2423,19.15
2424,17.6
2425,16.3
2426,15.94
2427,17.14
2428,24.28
2429,27.33
2430,21.73
2431,21.77
2432,24.39
2433,23.82
2434,22.44
2435,22.33
2436,23.83
2437,28.47
2438,29.3
2439,44.79
2440,30.33
2441,22.35
2442,21.15
2443,19.76
2444,19.05
2445,19.44
2446,18.47
2447,16.32
2448,15.05
2449,12.93
2450,11.79
2451,11.95
2452,13.92
2453,15.86
2454,17.0
2455,18.36
2456,19.95
2457,21.82
2458,20.46
2459,19.23
2460,18.08
2461,17.29
2462,18.74
2463,19.43
2464,18.9
2465,18.81
2466,22.01
2467,24.21
2468,20.76
2469,18.4
2470,16.27
2471,17.31
2472,17.14
2473,16.86
2474,16.86
2475,17.48
2476,18.97
2477,22.42
2478,23.2
2479,29.07
2480,31.21
2481,29.59
2482,28.45
2483,23.58
2484,22.53
2485,20.36
2486,19.85
2487,20.44
2488,20.87
2489,21.74
2490,24.18
2491,22.76
2492,18.3
2493,15.55
2494,10.6
2495,7.36
2496,6.65
2497,5.31
2498,5.94
2499,7.16
2500,10.21
2501,19.03
2502,17.4
2503,16.41
2504,17.06
2505,15.65
2506,14.73
2507,13.99
2508,14.99
2509,15.82
2510,16.7
2511,18.43
2512,20.23
2513,19.8
2514,17.72
2515,17.8
2516,14.06
2517,10.15
2518,6.69
2519,6.58
2520,4.99
2521,4.79
2522,4.95
2523,5.95
2524,8.49
2525,14.93
2526,15.48
2527,14.51
2528,17.18
2529,17.11
2530,17.17
2531,16.88
2532,18.36
2533,18.22
2534,23.22
2535,19.95
2536,19.09
2537,18.09
2538,17.52
2539,18.06
2540,16.48
2541,14.22
2542,8.81
2543,7.47
2544,6.84
2545,5.98
2546,6.57
2547,6.62
2548,13.72
2549,18.6
2550,18.66
2551,17.64
2552,17.9
2553,20.4
2554,20.94
2555,20.64
2556,19.67
2557,19.65
2558,25.86
2559,23.61
2560,20.52
2561,20.95
2562,23.14
2563,27.0
2564,20.12
2565,18.69
2566,13.56
2567,16.75
2568,15.27
2569,10.38
2570,7.91
2571,8.34
2572,13.2
2573,16.14
2574,15.16
2575,13.97
2576,14.49
2577,15.84
2578,15.22
2579,14.46
2580,16.36
2581,15.58
2582,15.29
2583,17.05
2584,17.97
2585,19.85
2586,24.43
2587,35.88
2588,25.67
2589,22.03
2590,19.84
2591,16.51
2592,15.5
2593,14.61
2594,15.54
2595,16.32
2596,17.9
2597,23.22
2598,22.08
2599,20.9
2600,20.55
2601,20.57
2602,21.46
2603,21.42
2604,22.5
2605,22.78
2606,23.7
2607,31.55
2608,35.6
2609,33.43
2610,34.1
2611,37.1
2612,26.06
2613,21.84
2614,19.21
2615,20.43
2616,17.44
2617,16.65
2618,13.08
2619,11.7
2620,12.86
2621,16.79
2622,16.13
2623,18.55
2624,19.24
2625,20.15
2626,19.03
2627,19.29
2628,17.0
2629,17.65
2630,20.3
2631,22.73
2632,20.0
2633,17.84
2634,17.49
2635,15.93
2636,12.78
2637,9.13
2638,7.19
2639,6.16
2640,5.4
2641,4.54
2642,4.4
2643,4.69
2644,5.35
2645,5.34
2646,6.18
2647,9.64
2648,12.86
2649,12.04
2650,15.61
2651,16.77
2652,17.34
2653,18.09
2654,20.35
2655,22.64
2656,22.94
2657,23.35
2658,23.23
2659,31.82
2660,16.03
2661,13.82
2662,9.18
2663,11.73
2664,8.97
2665,8.52
2666,9.81
2667,11.09
2668,17.03
2669,16.92
2670,19.13
2671,19.49
2672,20.22
2673,20.75
2674,22.8
2675,23.51
2676,27.11
2677,29.37
2678,37.9
2679,49.68
2680,40.83
2681,28.05
2682,27.14
2683,31.02
2684,25.4
2685,22.78
2686,19.69
2687,19.59
2688,17.58
2689,16.97
2690,16.6
2691,17.07
2692,20.51
2693,23.67
2694,22.4
2695,22.59
2696,24.11
2697,24.51
2698,24.21
2699,22.78
2700,25.27
2701,29.74
2702,35.0
2703,43.18
2704,32.46
2705,28.55
2706,28.26
2707,38.02
2708,22.51
2709,22.67
2710,20.19
2711,19.41
2712,18.38
2713,17.75
2714,17.71
2715,18.33
2716,19.73
2717,25.57
2718,24.12
2719,24.22
2720,24.87
2721,22.89
2722,24.36
2723,24.79
2724,27.53
2725,30.82
2726,32.29
2727,37.26
2728,32.92
2729,31.15
2730,34.46
2731,53.95
2732,30.77
2733,30.77
2734,24.24
2735,20.85
2736,19.4
2737,18.59
2738,17.7
2739,17.89
2740,19.58
2741,27.6
2742,26.44
2743,25.35
2744,23.15
2745,25.26
2746,25.31
2747,22.82
2748,28.55
2749,31.83
2750,36.7
2751,53.95
2752,50.17
2753,43.26
2754,38.47
2755,46.64
2756,30.96
2757,27.3
2758,22.51
2759,14.88
2760,14.77
2761,14.16
2762,13.72
2763,14.19
2764,17.84
2765,23.4
2766,22.18
2767,22.38
2768,21.84
2769,22.66
2770,23.56
2771,23.31
2772,27.81
2773,31.49
2774,41.95
2775,43.62
2776,35.73
2777,25.71
2778,22.69
2779,22.26
2780,19.65
2781,15.57
2782,11.61
2783,9.04
2784,8.1
2785,6.26
2786,5.73
2787,7.25
2788,6.53
2789,10.27
2790,11.31
2791,13.41
2792,16.97
2793,18.3
2794,21.04
2795,21.37
2796,23.71
2797,28.91
2798,38.08
2799,51.81
2800,46.32
2801,34.41
2802,26.39
2803,27.03
2804,24.53
2805,21.98
2806,20.73
2807,15.9
2808,14.61
2809,13.21
2810,12.04
2811,12.83
2812,14.1
2813,16.8
2814,19.02
2815,20.36
2816,21.71
2817,23.32
2818,25.94
2819,23.11
2820,27.3
2821,25.44
2822,25.51
2823,24.4
2824,21.46
2825,19.44
2826,21.1
2827,21.14
2828,17.47
2829,12.95
2830,10.05
2831,7.99
2832,6.59
2833,5.7
2834,5.35
2835,7.46
2836,12.35
2837,18.83
2838,19.16
2839,19.68
2840,18.88
2841,20.23
2842,22.14
2843,22.04
2844,28.05
2845,30.06
2846,37.39
2847,60.54
2848,40.83
2849,30.85
2850,27.13
2851,25.05
2852,23.83
2853,22.46
2854,19.51
2855,20.28
2856,17.57
2857,16.16
2858,14.43
2859,13.53
2860,16.68
2861,20.49
2862,21.82
2863,17.13
2864,16.8
2865,18.19
2866,18.99
2867,23.82
2868,21.38
2869,31.96
2870,40.87
2871,49.21
2872,29.52
2873,26.17
2874,20.93
2875,23.81
2876,18.97
2877,18.29
2878,16.47
2879,24.59
2880,21.6
2881,18.28
2882,18.12
2883,19.17
2884,20.98
2885,23.99
2886,23.63
2887,25.09
2888,26.83
2889,25.17
2890,25.27
2891,27.15
2892,29.82
2893,35.42
2894,43.61
2895,51.77
2896,36.43
2897,27.5
2898,28.08
2899,28.28
2900,22.55
2901,22.6
2902,20.65
2903,20.71
2904,18.6
2905,17.14
2906,16.74
2907,17.44
2908,21.44
2909,26.15
2910,23.3
2911,24.11
2912,24.14
2913,25.89
2914,29.06
2915,31.95
2916,38.7
2917,52.81
2918,59.48
2919,63.55
2920,46.16
2921,31.91
2922,30.94
2923,34.14
2924,28.35
2925,30.77
2926,25.31
2927,23.18
2928,21.81
2929,20.71
2930,20.23
2931,20.74
2932,24.15
2933,29.56
2934,30.0
2935,30.0
2936,30.04
2937,30.0
2938,31.43
2939,29.63
2940,33.61
2941,35.83
2942,40.29
2943,39.42
2944,32.58
2945,28.12
2946,27.89
2947,33.26
2948,26.84
2949,30.22
2950,26.09
2951,22.43
2952,20.18
2953,19.95
2954,19.23
2955,21.22
2956,21.55
2957,22.52
2958,23.5
2959,24.6
2960,26.77
2961,29.0
2962,30.07
2963,31.49
2964,34.52
2965,39.07
2966,54.4
2967,63.35
2968,52.05
2969,38.82
2970,33.38
2971,33.57
2972,27.16
2973,24.9
2974,21.2
2975,18.98
2976,16.59
2977,14.95
2978,13.88
2979,13.94
2980,14.95
2981,17.17
2982,17.82
2983,19.72
2984,19.68
2985,19.81
2986,21.3
2987,24.16
2988,28.46
2989,30.56
2990,38.56
2991,47.57
2992,37.35
2993,30.44
2994,29.15
2995,27.59
2996,23.87
2997,20.26
2998,18.9
2999,13.37
3000,11.37
3001,11.15
3002,11.88
3003,14.13
3004,17.58
3005,21.34
3006,20.75
3007,21.88
3008,19.84
3009,21.1
3010,22.81
3011,26.58
3012,29.44
3013,33.03
3014,41.8
3015,42.33
3016,34.54
3017,24.08
3018,25.89
3019,24.78
3020,21.32
3021,20.51
3022,18.4
3023,17.88
3024,15.82
3025,15.54
3026,15.89
3027,17.15
3028,20.12
3029,22.51
3030,22.02
3031,20.89
3032,20.75
3033,21.4
3034,22.6
3035,22.34
3036,23.75
3037,28.77
3038,23.45
3039,26.95
3040,24.33
3041,23.85
3042,21.82
3043,22.12
3044,19.78
3045,21.43
3046,19.58
3047,16.87
3048,16.03
3049,14.65
3050,14.7
3051,15.74
3052,18.83
3053,23.46
3054,22.59
3055,22.05
3056,22.07
3057,20.42
3058,23.69
3059,27.95
3060,30.94
3061,32.76
3062,36.01
3063,41.14
3064,35.55
3065,25.28
3066,31.38
3067,34.0
3068,26.05
3069,24.37
3070,20.52
3071,17.27
3072,17.29
3073,15.94
3074,14.96
3075,18.79
3076,20.34
3077,25.21
3078,23.46
3079,24.17
3080,24.31
3081,26.83
3082,27.5
3083,26.66
3084,32.35
3085,38.08
3086,49.04
3087,37.52
3088,24.4
3089,21.34
3090,21.72
3091,23.04
3092,20.41
3093,19.87
3094,16.97
3095,16.84
3096,13.57
3097,12.35
3098,12.54
3099,18.0
3100,20.0
3101,20.6
3102,20.0
3103,20.0
3104,20.0
3105,20.0
3106,20.57
3107,21.51
3108,22.64
3109,25.51
3110,23.51
3111,23.85
3112,22.6
3113,21.91
3114,22.7
3115,24.45
3116,23.47
3117,23.4
3118,21.16
3119,18.58
3120,17.57
3121,16.87
3122,16.8
3123,16.51
3124,17.0
3125,19.52
3126,19.47
3127,21.89
3128,22.6
3129,23.52
3130,25.57
3131,23.79
3132,25.14
3133,26.43
3134,29.73
3135,33.92
3136,31.03
3137,28.73
3138,27.57
3139,28.64
3140,25.34
3141,21.78
3142,19.57
3143,18.62
3144,17.79
3145,16.81
3146,16.07
3147,16.35
3148,17.02
3149,18.7
3150,19.03
3151,21.14
3152,21.73
3153,24.56
3154,23.98
3155,23.85
3156,26.89
3157,28.49
3158,36.02
3159,45.55
3160,37.41
3161,31.5
3162,30.98
3163,31.14
3164,26.23
3165,22.0
3166,19.82
3167,17.02
3168,14.24
3169,13.11
3170,13.02
3171,14.11
3172,17.13
3173,21.21
3174,20.95
3175,21.58
3176,21.57
3177,23.98
3178,26.98
3179,23.75
3180,29.29
3181,33.34
3182,47.74
3183,44.51
3184,36.96
3185,27.46
3186,26.33
3187,24.46
3188,22.8
3189,21.67
3190,19.59
3191,17.54
3192,16.36
3193,14.99
3194,15.05
3195,15.68
3196,17.74
3197,23.16
3198,23.02
3199,24.58
3200,24.68
3201,26.04
3202,28.29
3203,30.44
3204,40.52
3205,46.89
3206,67.33
3207,60.2
3208,47.34
3209,33.91
3210,32.52
3211,30.22
3212,24.43
3213,22.07
3214,19.39
3215,16.66
3216,14.95
3217,13.45
3218,13.07
3219,13.59
3220,16.57
3221,21.67
3222,20.62
3223,22.29
3224,21.94
3225,24.52
3226,27.63
3227,31.59
3228,43.77
3229,47.78
3230,59.24
3231,59.12
3232,45.1
3233,32.44
3234,28.42
3235,27.33
3236,21.59
3237,20.52
3238,17.7
3239,16.27
3240,13.48
3241,12.04
3242,11.13
3243,12.38
3244,16.3
3245,18.43
3246,19.25
3247,19.42
3248,20.22
3249,19.88
3250,21.31
3251,23.68
3252,24.72
3253,35.01
3254,35.78
3255,37.06
3256,32.2
3257,23.37
3258,21.2
3259,21.31
3260,21.8
3261,18.5
3262,17.2
3263,14.44
3264,14.12
3265,9.03
3266,10.62
3267,10.77
3268,14.82
3269,17.11
3270,15.3
3271,16.41
3272,16.98
3273,18.19
3274,19.46
3275,20.32
3276,21.98
3277,28.44
3278,26.48
3279,25.87
3280,25.0
3281,20.3
3282,20.34
3283,21.08
3284,19.56
3285,20.31
3286,17.73
3287,17.03
3288,16.14
3289,14.24
3290,13.27
3291,14.24
3292,14.03
3293,18.16
3294,18.2
3295,18.78
3296,19.76
3297,20.06
3298,20.65
3299,20.16
3300,20.25
3301,22.91
3302,23.56
3303,24.31
3304,23.92
3305,20.48
3306,21.3
3307,29.64
3308,23.22
3309,21.04
3310,19.76
3311,18.56
3312,18.15
3313,18.36
3314,18.18
3315,18.35
3316,18.58
3317,19.72
3318,19.58
3319,22.34
3320,25.34
3321,27.93
3322,30.27
3323,32.19
3324,41.78
3325,52.76
3326,52.7
3327,57.74
3328,50.0
3329,30.45
3330,25.42
3331,23.37
3332,23.07
3333,19.65
3334,18.44
3335,17.07
3336,15.21
3337,12.19
3338,11.92
3339,12.73
3340,13.85
3341,18.39
3342,18.09
3343,17.87
3344,17.63
3345,17.6
3346,22.72
3347,19.57
3348,29.07
3349,22.67
3350,25.46
3351,24.62
3352,29.74
3353,23.59
3354,18.5
3355,25.68
3356,22.11
3357,16.91
3358,17.55
3359,17.32
3360,14.96
3361,13.36
3362,13.43
3363,13.77
3364,15.24
3365,18.0
3366,17.95
3367,17.51
3368,17.7
3369,18.44
3370,18.89
3371,21.76
3372,25.19
3373,23.86
3374,26.23
3375,28.87
3376,29.55
3377,24.08
3378,23.52
3379,23.51
3380,21.98
3381,19.45
3382,18.46
3383,16.92
3384,15.45
3385,16.07
3386,12.09
3387,13.52
3388,15.31
3389,19.18
3390,20.13
3391,20.85
3392,21.5
3393,22.14
3394,22.67
3395,22.35
3396,28.5
3397,31.39
3398,35.56
3399,34.39
3400,39.05
3401,24.79
3402,22.62
3403,22.93
3404,21.46
3405,20.06
3406,19.68
3407,17.03
3408,15.41
3409,15.86
3410,14.15
3411,14.66
3412,16.28
3413,17.22
3414,16.16
3415,16.42
3416,17.24
3417,18.29
3418,19.28
3419,23.01
3420,26.6
3421,26.77
3422,31.64
3423,31.13
3424,35.81
3425,30.24
3426,23.15
3427,22.3
3428,21.25
3429,19.19
3430,19.32
3431,17.42
3432,16.9
3433,17.8
3434,17.72
3435,17.65
3436,21.18
3437,21.76
3438,20.55
3439,20.31
3440,21.1
3441,21.48
3442,22.97
3443,23.35
3444,34.21
3445,28.84
3446,35.23
3447,37.83
3448,29.55
3449,28.18
3450,29.28
3451,26.35
3452,25.16
3453,22.03
3454,19.6
3455,16.93
3456,16.19
3457,15.97
3458,15.5
3459,15.8
3460,16.33
3461,16.47
3462,17.29
3463,20.49
3464,20.13
3465,19.37
3466,20.9
3467,24.21
3468,26.22
3469,25.72
3470,40.58
3471,35.65
3472,26.44
3473,24.81
3474,22.48
3475,21.11
3476,22.57
3477,19.95
3478,19.36
3479,16.83
3480,15.74
3481,16.91
3482,16.4
3483,15.93
3484,16.51
3485,16.86
3486,16.85
3487,18.46
3488,17.51
3489,17.04
3490,17.88
3491,18.59
3492,22.61
3493,19.76
3494,23.55
3495,25.75
3496,23.83
3497,22.3
3498,20.77
3499,19.27
3500,18.42
3501,17.1
3502,17.36
3503,16.79
3504,16.84
3505,14.84
3506,14.34
3507,16.64
3508,13.45
3509,16.89
3510,16.61
3511,19.07
3512,18.59
3513,18.62
3514,19.99
3515,23.07
3516,22.56
3517,25.37
3518,30.09
3519,32.7
3520,26.83
3521,22.21
3522,20.63
3523,20.8
3524,19.96
3525,17.96
3526,17.82
3527,15.92
3528,15.04
3529,14.77
3530,14.69
3531,14.65
3532,16.94
3533,17.79
3534,18.28
3535,18.93
3536,19.76
3537,20.02
3538,22.01
3539,28.45
3540,30.9
3541,33.17
3542,41.09
3543,53.25
3544,35.84
3545,28.42
3546,27.13
3547,27.38
3548,24.32
3549,22.15
3550,20.42
3551,18.01
3552,16.98
3553,16.76
3554,16.54
3555,16.22
3556,17.42
3557,18.27
3558,20.36
3559,20.55
3560,20.6
3561,21.68
3562,22.7
3563,26.03
3564,31.89
3565,37.59
3566,39.2
3567,43.26
3568,31.09
3569,24.91
3570,22.76
3571,25.33
3572,22.68
3573,21.49
3574,20.36
3575,19.39
3576,18.65
3577,17.9
3578,17.62
3579,17.95
3580,19.27
3581,23.03
3582,22.53
3583,22.65
3584,23.56
3585,25.25
3586,27.17
3587,29.7
3588,31.59
3589,38.16
3590,46.16
3591,41.56
3592,29.74
3593,26.03
3594,22.93
3595,24.52
3596,21.86
3597,22.3
3598,20.92
3599,21.53
3600,20.14
3601,19.7
3602,19.51
3603,19.94
3604,20.04
3605,21.25
3606,21.66
3607,22.49
3608,23.24
3609,26.76
3610,28.67
3611,30.67
3612,30.95
3613,35.87
3614,46.92
3615,48.05
3616,32.94
3617,29.44
3618,27.53
3619,25.6
3620,24.71
3621,25.0
3622,21.29
3623,21.53
3624,20.03
3625,19.01
3626,18.53
3627,18.34
3628,18.44
3629,18.33
3630,19.41
3631,21.51
3632,25.11
3633,27.97
3634,31.5
3635,35.62
3636,38.98
3637,48.68
3638,61.45
3639,58.3
3640,44.81
3641,34.07
3642,30.03
3643,29.96
3644,28.14
3645,27.18
3646,22.93
3647,19.0
3648,18.14
3649,17.47
3650,17.0
3651,16.67
3652,16.67
3653,17.19
3654,17.6
3655,19.95
3656,23.27
3657,26.4
3658,30.21
3659,34.23
3660,41.2
3661,42.29
3662,55.0
3663,56.06
3664,38.64
3665,33.97
3666,28.75
3667,28.52
3668,26.14
3669,24.88
3670,21.74
3671,18.31
3672,16.93
3673,16.18
3674,15.98
3675,16.27
3676,16.97
3677,20.58
3678,20.76
3679,21.18
3680,22.85
3681,24.11
3682,29.24
3683,34.34
3684,39.1
3685,49.45
3686,55.74
3687,52.0
3688,38.21
3689,32.49
3690,28.83
3691,27.18
3692,22.38
3693,20.98
3694,19.41
3695,18.46
3696,16.15
3697,15.52
3698,15.08
3699,15.71
3700,18.51
3701,20.09
3702,21.06
3703,23.45
3704,22.34
3705,26.53
3706,28.81
3707,31.59
3708,38.41
3709,48.89
3710,52.54
3711,46.73
3712,36.97
3713,30.95
3714,27.71
3715,26.77
3716,23.99
3717,22.42
3718,20.72
3719,20.37
3720,19.43
3721,18.6
3722,18.14
3723,18.96
3724,20.43
3725,23.21
3726,22.72
3727,25.25
3728,25.51
3729,31.82
3730,33.64
3731,30.22
3732,32.14
3733,37.73
3734,39.55
3735,35.17
3736,28.73
3737,25.93
3738,26.3
3739,23.37
3740,20.94
3741,21.14
3742,20.0
3743,19.04
3744,18.33
3745,17.85
3746,16.92
3747,18.24
3748,19.37
3749,21.23
3750,21.89
3751,24.19
3752,25.57
3753,27.19
3754,32.16
3755,39.14
3756,41.02
3757,60.85
3758,74.64
3759,58.01
3760,42.97
3761,30.09
3762,29.81
3763,28.51
3764,25.76
3765,26.06
3766,21.48
3767,16.72
3768,15.62
3769,15.32
3770,14.99
3771,15.01
3772,15.51
3773,16.7
3774,17.54
3775,20.01
3776,20.48
3777,26.75
3778,29.07
3779,36.06
3780,46.81
3781,72.47
3782,101.74
3783,96.63
3784,54.57
3785,35.65
3786,29.2
3787,27.49
3788,22.44
3789,20.84
3790,19.24
3791,16.8
3792,15.97
3793,15.38
3794,14.97
3795,14.57
3796,14.81
3797,15.96
3798,17.09
3799,19.66
3800,20.8
3801,26.4
3802,29.99
3803,40.82
3804,49.64
3805,69.8
3806,94.03
3807,102.85
3808,72.61
3809,41.22
3810,28.32
3811,26.96
3812,23.85
3813,20.8
3814,19.17
3815,15.52
3816,15.64
3817,14.31
3818,13.4
3819,13.01
3820,13.3
3821,14.34
3822,15.84
3823,16.18
3824,18.49
3825,20.42
3826,25.29
3827,35.67
3828,49.83
3829,81.07
3830,92.15
3831,99.06
3832,67.18
3833,39.19
3834,32.41
3835,24.98
3836,21.32
3837,19.23
3838,17.45
3839,14.52
3840,15.78
3841,14.21
3842,14.19
3843,11.58
3844,12.81
3845,15.32
3846,15.83
3847,16.46
3848,17.92
3849,19.03
3850,20.13
3851,22.34
3852,29.02
3853,32.21
3854,36.94
3855,43.77
3856,32.22
3857,28.29
3858,24.93
3859,24.87
3860,22.8
3861,20.8
3862,19.39
3863,17.8
3864,16.4
3865,15.77
3866,15.22
3867,15.6
3868,16.13
3869,17.06
3870,16.86
3871,17.72
3872,18.9
3873,19.67
3874,20.06
3875,22.47
3876,26.41
3877,29.96
3878,38.84
3879,40.21
3880,30.88
3881,27.36
3882,22.48
3883,20.35
3884,19.54
3885,19.06
3886,16.43
3887,15.38
3888,14.6
3889,13.83
3890,13.23
3891,14.01
3892,15.66
3893,17.57
3894,18.37
3895,20.14
3896,21.18
3897,22.73
3898,27.12
3899,24.21
3900,32.17
3901,38.1
3902,46.62
3903,53.21
3904,35.75
3905,31.79
3906,28.8
3907,27.24
3908,24.71
3909,21.36
3910,19.68
3911,16.16
3912,15.11
3913,14.04
3914,13.55
3915,13.74
3916,14.45
3917,15.81
3918,15.97
3919,17.13
3920,17.75
3921,20.06
3922,20.25
3923,22.25
3924,26.66
3925,30.04
3926,34.47
3927,35.02
3928,26.78
3929,21.21
3930,20.93
3931,19.46
3932,18.49
3933,16.28
3934,16.25
3935,15.77
3936,14.26
3937,12.63
3938,11.37
3939,8.6
3940,10.27
3941,14.73
3942,14.15
3943,14.2
3944,14.6
3945,16.27
3946,17.63
3947,18.79
3948,26.67
3949,25.77
3950,31.4
3951,38.01
3952,29.37
3953,23.24
3954,21.25
3955,19.24
3956,19.28
3957,17.29
3958,15.65
3959,14.57
3960,15.05
3961,13.89
3962,12.3
3963,11.65
3964,11.94
3965,10.56
3966,11.65
3967,14.62
3968,16.8
3969,19.38
3970,21.45
3971,24.94
3972,28.88
3973,33.73
3974,43.58
3975,54.08
3976,38.61
3977,27.45
3978,21.47
3979,20.21
3980,21.39
3981,19.78
3982,18.85
3983,17.95
3984,15.89
3985,15.43
3986,14.53
3987,14.55
3988,14.42
3989,15.15
3990,15.57
3991,17.19
3992,18.86
3993,20.63
3994,24.64
3995,30.0
3996,38.67
3997,38.31
3998,46.46
3999,45.99
4000,32.54
4001,28.28
4002,24.83
4003,25.47
4004,21.76
4005,20.45
4006,19.39
4007,19.3
4008,17.44
4009,16.57
4010,16.89
4011,17.34
4012,18.6
4013,18.65
4014,19.38
4015,19.96
4016,20.37
4017,24.31
4018,27.85
4019,31.97
4020,36.16
4021,39.79
4022,49.74
4023,48.23
4024,32.57
4025,30.1
4026,27.63
4027,27.72
4028,22.91
4029,21.53
4030,19.82
4031,17.04
4032,16.1
4033,15.68
4034,15.13
4035,15.51
4036,16.27
4037,17.51
4038,18.03
4039,18.19
4040,19.43
4041,20.88
4042,24.14
4043,29.83
4044,35.28
4045,40.2
4046,47.15
4047,45.11
4048,32.14
4049,27.67
4050,23.99
4051,21.08
4052,19.78
4053,19.38
4054,17.18
4055,16.06
4056,14.5
4057,14.92
4058,14.06
4059,14.06
4060,13.13
4061,15.36
4062,16.19
4063,18.17
4064,19.24
4065,21.69
4066,26.86
4067,34.5
4068,58.66
4069,58.93
4070,86.6
4071,88.56
4072,62.54
4073,44.18
4074,34.87
4075,30.03
4076,24.99
4077,23.72
4078,21.4
4079,17.16
4080,15.88
4081,15.28
4082,13.8
4083,13.58
4084,14.44
4085,15.75
4086,16.22
4087,17.78
4088,18.97
4089,21.27
4090,27.92
4091,30.3
4092,43.46
4093,68.85
4094,93.0
4095,93.63
4096,54.68
4097,38.95
4098,28.59
4099,21.22
4100,19.85
4101,19.54
4102,17.41
4103,15.6
4104,14.68
4105,15.04
4106,14.38
4107,14.02
4108,12.52
4109,15.69
4110,16.0
4111,16.46
4112,17.95
4113,20.44
4114,20.71
4115,22.96
4116,27.62
4117,31.83
4118,37.21
4119,35.18
4120,27.53
4121,24.28
4122,22.81
4123,19.01
4124,18.73
4125,18.69
4126,17.43
4127,16.47
4128,14.89
4129,14.93
4130,14.43
4131,14.19
4132,14.05
4133,12.93
4134,13.81
4135,16.07
4136,17.48
4137,18.72
