SNYDER,MONAHANS,MONAHANS_2,ODESSA,ODESSA_3,ODESSA_4,SILVER,PALOPINTO,SAVOY,PARIS,GREENVILLE,MOUNTPLEASANT,WICHITAFALLS,DENTON,SHERMAN,PARIS_5,SILVER_6,CHRISTINE,FANNIN,SANTAROSA,BISHOP,CORPUSCHRISTI,GREGORY,CORPUSCHRISTI_7,GREGORY_8,MISSION,MISSION_9,CORPUSCHRISTI_10,CORPUSCHRISTI_11,SANTAROSA_12,LAREDO,LAREDO_13,PEARSALL,BROWNSVILLE,ALEDO,DALLAS,DALLAS_14,GRAHAM,ARLINGTON,IRVING,POOLVILLE,GRANBURY,TEMPLE,MCKINNEY,MIDLOTHIAN,MCKINNEY_15,GRANBURY_16,DALLAS_17,RIESEL,BRIDGEPORT,ENNIS,PALOPINTO_18,LEWSIVILLE,BASTROP,SANANTONIO,MARION,LAGRANGE,WINCHESTER,ROCKDALE,SANANTONIO_19,SEGUIN,ELMENDORF,NURSERY,VICTORIA,POINTCOMFORT,CEDARCREEK,NEWBRAUNFELS,PASADENA,DEERPARK,HOUSTON,MONTBELVIEU,CHANNELVIEW,HOUSTON_20,NURSERY_21,VICTORIA_22,BAYTOWN,FREEPORT,ALVIN,HOUSTON_24,LAPORTE,PASADENA_25,HOUSTON_26,HOUSTON_27,WILLIS,SHIRO,HOUSTON_28,BAYTOWN_29,WHARTON,NEWGULF,THOMPSONS,CHANNELVIEW_30,LAPORTE_31,FREEPORT_32,SHIRO_33,FAIRFIELD,TRINIDAD,FAIRFIELD_34,JEWETT,MTENTERPRISE,FRANKLIN,FRANKLIN_35,BREMOND,JACKSONVILLE,BRYAN
2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,1.893190476,2.66,2.66,2.66,2.66,1.893190476,1.893190476,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,1.893190476,1.893190476,2.66,1.893190476,1.893190476,1.893190476,1.893190476,2.66
2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.893190476,1.893190476,2.62,2.62,2.62,2.62,1.893190476,1.893190476,1.893190476,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.893190476,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.893190476,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.893190476,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.893190476,2.62,1.893190476,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.893190476,1.893190476,1.893190476,2.62,1.893190476,1.893190476,1.893190476,1.893190476,2.62
2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,1.893190476,1.893190476,2.653333333,2.653333333,2.653333333,2.653333333,1.893190476,1.893190476,1.893190476,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,1.893190476,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,1.893190476,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,1.893190476,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,1.893190476,2.653333333,1.893190476,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,2.653333333,1.893190476,1.893190476,1.893190476,2.653333333,1.893190476,1.893190476,1.893190476,1.893190476,2.653333333
2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,1.893190476,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,1.893190476,1.893190476,2.686666667,1.893190476,1.893190476,1.893190476,1.893190476,2.686666667
2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,1.893190476,2.72,2.72,2.72,2.72,1.893190476,1.893190476,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,1.893190476,1.893190476,2.72,1.893190476,1.893190476,1.893190476,1.893190476,2.72
2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,1.893190476,2.71,2.71,2.71,2.71,1.893190476,1.893190476,1.893190476,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,1.893190476,1.893190476,2.71,1.893190476,1.893190476,1.893190476,1.893190476,2.71
2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,1.893190476,2.72,2.72,2.72,2.72,1.893190476,1.893190476,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,1.893190476,1.893190476,2.72,1.893190476,1.893190476,1.893190476,1.893190476,2.72
2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,1.893190476,2.72,2.72,2.72,2.72,1.893190476,1.893190476,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,1.893190476,1.893190476,2.72,1.893190476,1.893190476,1.893190476,1.893190476,2.72
2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,1.893190476,1.893190476,1.893190476,1.893190476,2.75
2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,1.893190476,1.893190476,1.893190476,1.893190476,2.75
2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,1.893190476,1.893190476,1.893190476,1.893190476,2.75
2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,1.893190476,1.893190476,1.893190476,1.893190476,2.75
2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,1.893190476,2.66,2.66,2.66,2.66,1.893190476,1.893190476,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,1.893190476,1.893190476,2.66,1.893190476,1.893190476,1.893190476,1.893190476,2.66
2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,1.893190476,2.55,2.55,2.55,2.55,1.893190476,1.893190476,1.893190476,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,1.893190476,1.893190476,2.55,1.893190476,1.893190476,1.893190476,1.893190476,2.55
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,1.893190476,2.54,2.54,2.54,2.54,1.893190476,1.893190476,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,1.893190476,1.893190476,2.54,1.893190476,1.893190476,1.893190476,1.893190476,2.54
2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,1.893190476,2.5575,2.5575,2.5575,2.5575,1.893190476,1.893190476,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,1.893190476,1.893190476,2.5575,1.893190476,1.893190476,1.893190476,1.893190476,2.5575
2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,1.893190476,2.575,2.575,2.575,2.575,1.893190476,1.893190476,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,1.893190476,1.893190476,2.575,1.893190476,1.893190476,1.893190476,1.893190476,2.575
2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,1.893190476,2.5925,2.5925,2.5925,2.5925,1.893190476,1.893190476,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,1.893190476,1.893190476,2.5925,1.893190476,1.893190476,1.893190476,1.893190476,2.5925
2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,1.893190476,2.61,2.61,2.61,2.61,1.893190476,1.893190476,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,1.893190476,1.893190476,2.61,1.893190476,1.893190476,1.893190476,1.893190476,2.61
2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,2.53,2.53,2.53,2.53,1.893190476,1.893190476,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,1.893190476,2.53,1.893190476,1.893190476,1.893190476,1.893190476,2.53
2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,2.53,2.53,2.53,2.53,1.893190476,1.893190476,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,1.893190476,2.53,1.893190476,1.893190476,1.893190476,1.893190476,2.53
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,1.893190476,2.54,2.54,2.54,2.54,1.893190476,1.893190476,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,1.893190476,1.893190476,2.54,1.893190476,1.893190476,1.893190476,1.893190476,2.54
2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,1.893190476,1.893190476,1.893190476,1.893190476,2.58
2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,1.893190476,1.893190476,1.893190476,1.893190476,2.58
2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,1.893190476,1.893190476,1.893190476,1.893190476,2.58
2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,1.893190476,1.893190476,1.893190476,1.893190476,2.58
2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,1.893190476,2.59,2.59,2.59,2.59,1.893190476,1.893190476,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,1.893190476,1.893190476,2.59,1.893190476,1.893190476,1.893190476,1.893190476,2.59
2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,2.59,2.59,2.59,2.59,1.902428571,1.902428571,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,1.902428571,2.59,1.902428571,1.902428571,1.902428571,1.902428571,2.59
