SNYDER,MONAHANS,MONAHANS_2,ODESSA,ODESSA_3,ODESSA_4,SILVER,PALOPINTO,SAVOY,PARIS,GREENVILLE,MOUNTPLEASANT,WICHITAFALLS,DENTON,SHERMAN,PARIS_5,SILVER_6,CHRISTINE,FANNIN,SANTAROSA,BISHOP,CORPUSCHRISTI,GREGORY,CORPUSCHRISTI_7,GREGORY_8,MISSION,MISSION_9,CORPUSCHRISTI_10,CORPUSCHRISTI_11,SANTAROSA_12,LAREDO,LAREDO_13,PEARSALL,BROWNSVILLE,ALEDO,DALLAS,DALLAS_14,GRAHAM,ARLINGTON,IRVING,POOLVILLE,GRANBURY,TEMPLE,MCKINNEY,MIDLOTHIAN,MCKINNEY_15,GRANBURY_16,DALLAS_17,RIESEL,BRIDGEPORT,ENNIS,PALOPINTO_18,LEWSIVILLE,BASTROP,SANANTONIO,MARION,LAGRANGE,WINCHESTER,ROCKDALE,SANANTONIO_19,SEGUIN,ELMENDORF,NURSERY,VICTORIA,POINTCOMFORT,CEDARCREEK,NEWBRAUNFELS,PASADENA,DEERPARK,HOUSTON,MONTBELVIEU,CHANNELVIEW,HOUSTON_20,NURSERY_21,VICTORIA_22,BAYTOWN,FREEPORT,ALVIN,HOUSTON_24,LAPORTE,PASADENA_25,HOUSTON_26,HOUSTON_27,WILLIS,SHIRO,HOUSTON_28,BAYTOWN_29,WHARTON,NEWGULF,THOMPSONS,CHANNELVIEW_30,LAPORTE_31,FREEPORT_32,SHIRO_33,FAIRFIELD,TRINIDAD,FAIRFIELD_34,JEWETT,MTENTERPRISE,FRANKLIN,FRANKLIN_35,BREMOND,JACKSONVILLE,BRYAN
3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,1.9624,1.9624,3.056666667,3.056666667,3.056666667,3.056666667,1.9624,1.9624,1.9624,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,1.9624,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,1.9624,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,1.9624,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,1.9624,3.056666667,1.9624,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,3.056666667,1.9624,1.9624,1.9624,3.056666667,1.9624,1.9624,1.9624,1.9624,3.056666667
3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.9624,1.9624,3.05,3.05,3.05,3.05,1.9624,1.9624,1.9624,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.9624,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.9624,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.9624,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.9624,3.05,1.9624,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.9624,1.9624,1.9624,3.05,1.9624,1.9624,1.9624,1.9624,3.05
2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,1.9624,1.9624,2.94,2.94,2.94,2.94,1.9624,1.9624,1.9624,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,1.9624,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,1.9624,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,1.9624,2.94,2.94,2.94,2.94,2.94,2.94,2.94,1.9624,2.94,1.9624,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,1.9624,1.9624,1.9624,2.94,1.9624,1.9624,1.9624,1.9624,2.94
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9624,1.9624,3.0,3.0,3.0,3.0,1.9624,1.9624,1.9624,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9624,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9624,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9624,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9624,3.0,1.9624,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9624,1.9624,1.9624,3.0,1.9624,1.9624,1.9624,1.9624,3.0
2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.9624,1.9624,2.82,2.82,2.82,2.82,1.9624,1.9624,1.9624,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.9624,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.9624,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.9624,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.9624,2.82,1.9624,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.9624,1.9624,1.9624,2.82,1.9624,1.9624,1.9624,1.9624,2.82
2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.92625,1.92625,2.7,2.7,2.7,2.7,1.92625,1.92625,1.92625,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.92625,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.92625,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.92625,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.92625,2.7,1.92625,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.92625,1.92625,1.92625,2.7,1.92625,1.92625,1.92625,1.92625,2.7
2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,1.92625,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,2.656666667,1.92625,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,2.656666667,1.92625,1.92625,1.92625,2.656666667,1.92625,1.92625,1.92625,1.92625,2.656666667
2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,1.92625,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,2.613333333,1.92625,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,2.613333333,1.92625,1.92625,1.92625,2.613333333,1.92625,1.92625,1.92625,1.92625,2.613333333
2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,1.92625,2.57,2.57,2.57,2.57,1.92625,1.92625,1.92625,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,2.57,1.92625,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.92625,1.92625,1.92625,2.57,1.92625,1.92625,1.92625,1.92625,2.57
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,1.92625,2.54,2.54,2.54,2.54,1.92625,1.92625,1.92625,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,2.54,1.92625,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.92625,1.92625,1.92625,2.54,1.92625,1.92625,1.92625,1.92625,2.54
2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,1.92625,2.58,2.58,2.58,2.58,1.92625,1.92625,1.92625,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,2.58,1.92625,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.92625,1.92625,1.92625,2.58,1.92625,1.92625,1.92625,1.92625,2.58
2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,1.92625,2.62,2.62,2.62,2.62,1.92625,1.92625,1.92625,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,2.62,1.92625,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.92625,1.92625,1.92625,2.62,1.92625,1.92625,1.92625,1.92625,2.62
2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,1.92625,2.66,2.66,2.66,2.66,1.92625,1.92625,1.92625,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,2.66,1.92625,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.92625,1.92625,1.92625,2.66,1.92625,1.92625,1.92625,1.92625,2.66
2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,1.92625,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,2.693333333,1.92625,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.92625,1.92625,1.92625,2.693333333,1.92625,1.92625,1.92625,1.92625,2.693333333
2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,1.92625,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,2.726666667,1.92625,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,2.726666667,1.92625,1.92625,1.92625,2.726666667,1.92625,1.92625,1.92625,1.92625,2.726666667
2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,1.92625,2.76,2.76,2.76,2.76,1.92625,1.92625,1.92625,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,2.76,1.92625,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.92625,1.92625,1.92625,2.76,1.92625,1.92625,1.92625,1.92625,2.76
2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,1.92625,2.71,2.71,2.71,2.71,1.92625,1.92625,1.92625,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,2.71,1.92625,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.92625,1.92625,1.92625,2.71,1.92625,1.92625,1.92625,1.92625,2.71
2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,1.92625,2.61,2.61,2.61,2.61,1.92625,1.92625,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,1.92625,1.92625,2.61,1.92625,1.92625,1.92625,1.92625,2.61
2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,1.92625,2.61,2.61,2.61,2.61,1.92625,1.92625,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,2.61,1.92625,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.92625,1.92625,1.92625,2.61,1.92625,1.92625,1.92625,1.92625,2.61
2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,1.92625,2.59,2.59,2.59,2.59,1.92625,1.92625,1.92625,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,2.59,1.92625,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.92625,1.92625,1.92625,2.59,1.92625,1.92625,1.92625,1.92625,2.59
2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,1.92625,2.615,2.615,2.615,2.615,1.92625,1.92625,1.92625,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,2.615,1.92625,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,2.615,1.92625,1.92625,1.92625,2.615,1.92625,1.92625,1.92625,1.92625,2.615
2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,1.92625,2.64,2.64,2.64,2.64,1.92625,1.92625,1.92625,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,2.64,1.92625,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.92625,1.92625,1.92625,2.64,1.92625,1.92625,1.92625,1.92625,2.64
2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,1.92625,2.665,2.665,2.665,2.665,1.92625,1.92625,1.92625,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,2.665,1.92625,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,2.665,1.92625,1.92625,1.92625,2.665,1.92625,1.92625,1.92625,1.92625,2.665
2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,1.92625,2.69,2.69,2.69,2.69,1.92625,1.92625,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,1.92625,1.92625,2.69,1.92625,1.92625,1.92625,1.92625,2.69
2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,1.92625,2.69,2.69,2.69,2.69,1.92625,1.92625,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,2.69,1.92625,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.92625,1.92625,1.92625,2.69,1.92625,1.92625,1.92625,1.92625,2.69
2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,1.92625,2.73,2.73,2.73,2.73,1.92625,1.92625,1.92625,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,2.73,1.92625,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.92625,1.92625,1.92625,2.73,1.92625,1.92625,1.92625,1.92625,2.73
2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,1.92625,2.74,2.74,2.74,2.74,1.92625,1.92625,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,2.74,1.92625,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.92625,1.92625,1.92625,2.74,1.92625,1.92625,1.92625,1.92625,2.74
